日期,招商银行,中国平安,贵州茅台,五粮液,长城汽车,比亚迪,中兴通讯,海康威视,伊利股份,海天味业
2023-08-03,34.68,52.41,1878.47,178.6,29.85,268.23,39.82,35.53,28.51,46.31
2023-08-04,34.88,51.9,1893.47,179.28,29.83,268.3,40.82,36.55,28.31,46.03
2023-08-07,34.5,51.7,1887.93,177.31,29.73,266.99,36.75,36.58,28.11,45.6
2023-08-08,34.15,51.26,1890.0,176.88,29.46,263.3,37.41,36.33,28.09,45.74
2023-08-09,34.02,51.26,1890.28,177.18,29.1,262.9,36.89,35.98,28.16,46.24
2023-08-10,34.14,51.36,1875.0,176.31,28.72,262.7,36.47,36.2,27.87,46.1
2023-08-11,33.15,49.37,1834.0,172.36,27.99,259.25,35.75,35.26,27.5,44.33
2023-08-14,32.46,48.53,1803.0,168.62,26.72,245.82,36.62,34.96,27.38,43.31
2023-08-15,32.36,48.68,1812.98,166.5,26.62,244.54,36.71,34.82,27.37,42.73
2023-08-16,31.97,48.35,1820.0,166.7,26.1,244.2,35.55,33.74,27.16,42.49
2023-08-17,31.79,47.91,1828.05,168.44,26.4,246.01,35.91,34.4,27.31,42.73
2023-08-18,31.88,47.52,1802.59,163.53,25.89,240.29,34.61,33.9,26.95,41.35
2023-08-21,31.13,46.67,1791.0,161.97,25.36,234.41,34.6,34.37,26.58,40.6
2023-08-22,31.32,47.0,1788.0,162.15,25.72,234.54,36.33,35.19,26.73,40.49
2023-08-23,30.85,46.46,1774.0,160.01,25.0,230.09,34.73,34.18,26.36,39.83
2023-08-24,31.06,46.5,1816.3,162.26,25.63,234.9,34.95,34.19,26.5,40.28
2023-08-25,31.56,47.01,1824.98,161.55,25.6,232.6,33.71,33.28,26.75,40.08
2023-08-28,32.26,48.11,1834.97,157.49,25.9,235.53,34.27,34.04,26.82,39.82
2023-08-29,32.04,48.56,1851.33,159.4,26.63,246.71,34.91,35.36,26.62,40.0
2023-08-30,31.66,48.25,1856.0,157.82,26.53,249.8,35.2,35.45,26.55,39.82
2023-08-31,31.55,48.79,1847.0,155.91,26.11,249.4,35.45,35.28,26.0,39.1
2023-09-01,32.27,50.1,1851.05,159.74,26.63,249.12,34.86,35.55,26.05,39.45
2023-09-04,33.53,51.45,1866.0,167.93,27.26,252.45,35.22,35.81,26.44,40.04
2023-09-05,33.11,50.2,1858.7,165.72,26.93,249.03,34.2,35.53,26.03,39.99
2023-09-06,33.36,51.03,1861.0,165.69,26.84,250.45,33.88,35.17,26.19,40.08
2023-09-07,33.14,50.22,1838.0,163.1,26.55,248.4,33.17,34.3,25.88,39.12
2023-09-08,33.17,50.12,1818.5,161.92,26.3,244.05,32.85,33.98,25.78,38.46
2023-09-11,32.91,50.36,1822.17,164.35,27.2,247.01,34.18,34.0,26.11,39.03
2023-09-12,32.88,49.95,1819.96,162.98,27.75,251.99,33.9,33.77,26.21,39.2
2023-09-13,32.75,49.5,1819.91,163.65,27.27,251.55,33.0,33.23,26.18,39.35
2023-09-14,33.07,49.19,1818.69,162.0,26.88,243.63,33.34,33.24,26.25,39.02
2023-09-15,32.96,49.2,1781.99,159.71,26.72,244.29,32.6,32.55,26.13,39.08
2023-09-18,33.02,49.3,1829.2,162.8,27.99,247.38,32.63,32.49,26.28,39.06
2023-09-19,32.96,49.28,1826.94,160.91,27.23,247.17,32.32,31.85,26.23,38.95
2023-09-20,32.73,48.89,1824.0,159.84,26.79,244.0,32.43,32.01,26.14,38.67
2023-09-21,32.37,48.49,1798.39,157.66,26.03,239.68,33.21,31.92,25.86,37.82
2023-09-22,33.34,50.33,1849.0,159.92,26.43,245.05,34.76,33.2,26.6,39.3
2023-09-25,33.0,49.06,1832.38,158.9,25.87,245.8,33.77,33.05,26.66,38.41
2023-09-26,32.8,48.56,1816.0,156.65,25.67,238.5,33.88,33.49,26.77,37.97
2023-09-27,32.82,48.66,1814.0,156.59,25.5,237.83,32.98,33.45,26.64,39.03
2023-09-28,32.97,48.3,1798.55,156.1,25.67,236.7,32.68,33.8,26.53,37.99
2023-10-09,32.58,48.07,1777.0,154.27,25.86,237.97,33.55,34.01,26.57,38.01
2023-10-10,32.59,47.6,1770.0,153.41,25.83,237.91,32.93,33.81,26.79,38.27
2023-10-11,32.45,47.69,1778.5,153.7,25.58,238.59,33.92,34.18,27.05,40.36
2023-10-12,33.07,48.43,1786.0,155.73,28.14,244.45,33.73,34.6,27.1,40.11
2023-10-13,32.61,47.97,1751.0,153.63,28.21,240.36,32.26,34.41,26.85,38.92
2023-10-16,32.31,47.54,1729.9,150.14,28.88,237.51,31.74,33.77,26.47,35.85
2023-10-17,32.52,47.68,1726.0,150.41,29.87,238.0,31.47,33.94,26.85,36.48
2023-10-18,32.49,47.39,1728.0,149.24,30.98,249.07,30.35,33.69,26.59,36.48
2023-10-19,31.57,46.05,1630.0,144.25,29.67,240.6,30.21,33.24,26.16,35.43
2023-10-20,31.65,45.84,1645.0,143.7,29.31,239.2,29.09,32.69,25.96,35.09
2023-10-23,31.23,45.94,1643.98,143.75,29.98,238.65,27.98,33.8,25.59,35.07
2023-10-24,31.3,46.1,1642.95,144.05,29.78,235.55,26.19,33.87,25.61,34.59
2023-10-25,31.42,45.51,1677.5,149.34,30.1,237.4,25.9,35.27,26.05,35.05
2023-10-26,31.5,45.7,1672.23,151.05,30.25,238.61,25.66,35.34,26.01,35.26
2023-10-27,31.53,45.18,1676.71,152.99,29.79,241.95,26.06,35.9,26.88,37.33
2023-10-30,30.9,45.31,1681.0,156.6,30.01,244.6,26.62,36.56,26.67,37.87
2023-10-31,30.76,45.46,1684.58,156.0,29.38,238.54,26.15,36.45,27.42,37.65
2023-11-01,30.45,45.11,1780.99,160.0,29.98,236.2,26.03,36.17,27.32,37.15
2023-11-02,30.68,45.06,1779.5,157.9,29.92,234.8,25.71,35.87,27.34,36.86
2023-11-03,30.99,45.24,1811.24,159.67,29.97,238.65,26.3,35.81,27.6,37.53
2023-11-06,31.14,46.06,1812.0,159.84,29.69,242.9,27.06,36.93,27.55,37.94
2023-11-07,30.8,45.3,1791.17,159.31,29.79,240.97,27.21,36.86,27.6,38.1
2023-11-08,30.6,44.63,1798.34,158.63,29.19,240.0,27.27,37.22,27.58,38.02
2023-11-09,30.66,43.28,1794.11,158.55,29.0,239.3,27.69,37.07,27.63,38.51
2023-11-10,30.16,42.35,1775.84,156.9,28.09,236.96,27.21,37.18,27.52,38.36
2023-11-13,29.82,42.39,1764.0,154.88,27.69,237.12,27.92,37.24,27.43,38.25
2023-11-14,30.2,42.61,1765.27,155.9,28.0,237.63,27.78,36.49,27.27,38.35
2023-11-15,30.64,43.36,1772.93,157.25,28.12,238.64,27.77,36.65,27.26,39.15
2023-11-16,30.54,42.87,1760.05,156.37,27.78,238.3,27.43,36.0,27.02,38.35
2023-11-17,30.33,42.66,1753.42,155.0,27.94,236.76,27.56,35.71,26.95,38.1
2023-11-20,30.58,42.91,1762.5,154.4,27.94,235.0,27.52,35.79,27.16,38.41
2023-11-21,30.43,43.07,1790.0,155.3,27.94,234.2,27.24,35.87,27.45,38.23
2023-11-22,30.16,42.73,1781.51,153.51,27.29,230.0,26.57,35.55,27.2,38.0
2023-11-23,30.14,43.05,1786.0,153.07,27.99,228.83,26.83,35.85,27.31,37.91
2023-11-24,30.0,42.69,1777.0,153.23,27.31,216.85,26.25,35.81,27.35,37.98
2023-11-27,29.4,41.85,1763.0,149.25,27.85,208.9,26.11,35.28,27.18,37.49
2023-11-28,29.16,41.67,1769.04,148.75,27.76,209.91,25.98,35.28,27.27,37.98
2023-11-29,28.8,40.75,1774.71,148.3,27.34,201.98,25.78,35.02,27.05,37.81
2023-11-30,28.79,40.8,1791.5,149.15,26.9,199.15,25.63,34.79,27.25,38.11
2023-12-01,28.26,41.02,1760.28,147.21,26.51,197.05,26.14,35.5,27.05,37.32
2023-12-04,28.08,40.38,1750.71,145.85,26.37,196.39,25.78,34.9,26.8,36.75
2023-12-05,27.51,39.53,1709.0,142.67,25.86,196.34,25.08,33.8,26.43,36.7
2023-12-06,27.76,39.53,1703.0,144.1,25.98,201.19,25.21,33.6,26.43,36.4
2023-12-07,27.81,39.34,1700.0,142.52,26.16,199.45,25.17,33.09,26.35,36.39
2023-12-08,27.5,39.19,1704.92,142.93,25.98,198.55,26.1,32.65,26.36,36.35
2023-12-11,27.76,39.6,1698.0,139.2,26.3,199.19,26.57,34.18,26.33,36.72
2023-12-12,28.05,39.79,1709.99,139.3,26.88,196.33,26.45,34.02,26.45,36.57
2023-12-13,27.22,38.89,1660.0,133.78,26.1,191.8,25.88,33.5,25.83,35.0
2023-12-14,27.03,38.7,1635.9,132.65,25.95,191.18,26.35,33.32,25.88,34.83
2023-12-15,27.23,38.79,1645.0,133.7,25.64,193.28,26.68,33.31,25.51,34.69
2023-12-18,27.28,38.61,1662.0,134.0,25.6,189.06,25.97,33.14,25.6,34.55
2023-12-19,27.29,38.71,1675.0,133.33,25.42,188.0,25.94,33.32,25.45,34.34
2023-12-20,27.06,38.45,1649.79,132.13,25.01,184.88,25.16,32.8,25.33,33.96
2023-12-21,27.71,38.8,1670.0,134.1,25.04,189.68,25.57,32.88,25.66,35.19
2023-12-22,27.61,39.1,1670.65,133.42,24.9,192.25,25.17,32.7,26.0,35.82
2023-12-25,27.53,39.18,1672.0,134.55,24.9,192.18,25.32,32.94,26.1,36.3
2023-12-26,27.27,39.1,1670.0,134.32,24.5,191.75,24.64,32.8,25.81,36.2
2023-12-27,27.3,39.0,1667.06,133.83,24.56,191.45,24.64,32.94,26.13,36.28
2023-12-28,27.99,40.26,1724.99,140.1,25.23,198.05,26.3,33.85,26.85,37.86
2023-12-29,27.82,40.3,1726.0,140.31,25.22,198.0,26.48,34.72,26.75,37.95
2024-01-02,27.58,39.47,1685.01,136.0,24.65,192.6,25.6,33.77,26.27,37.22
2024-01-03,27.77,39.4,1694.0,134.88,24.15,193.17,25.33,33.06,26.06,37.05
2024-01-04,27.81,38.9,1669.0,132.32,23.84,193.02,24.94,32.58,25.97,35.81
2024-01-05,28.29,38.97,1663.36,131.24,23.64,192.68,24.55,32.43,26.12,34.95
2024-01-08,28.13,38.45,1643.99,128.1,23.0,189.4,23.4,31.68,26.15,34.51
2024-01-09,28.17,38.38,1641.0,127.81,23.24,192.86,23.77,31.15,26.31,34.61
2024-01-10,28.05,37.82,1641.5,128.8,23.13,190.29,23.8,30.35,26.57,34.82
2024-01-11,28.38,38.43,1646.57,129.62,23.5,196.78,24.13,30.86,26.6,34.86
2024-01-12,28.54,38.03,1643.06,128.75,23.41,195.87,23.56,30.43,26.75,34.54
2024-01-15,28.77,38.17,1640.0,128.68,23.37,194.61,23.63,30.5,26.71,34.31
2024-01-16,29.13,38.7,1639.43,128.41,23.53,195.3,24.07,30.67,26.9,34.36
2024-01-17,29.19,38.01,1577.0,125.14,22.8,186.8,23.37,30.98,26.4,33.7
2024-01-18,29.58,38.99,1610.87,127.9,23.09,190.48,24.05,31.63,26.75,34.7
2024-01-19,29.73,39.2,1635.0,128.89,23.06,189.34,23.8,31.68,26.87,35.0
2024-01-22,30.25,39.48,1642.0,127.0,22.4,185.34,22.87,30.89,26.68,35.2
2024-01-23,29.99,39.36,1619.0,127.38,22.51,187.85,23.89,30.74,26.46,35.16
2024-01-24,30.09,40.17,1626.0,128.05,22.15,188.7,24.02,31.38,26.8,35.63
2024-01-25,30.9,41.15,1638.0,131.11,22.3,189.9,24.72,32.06,27.07,35.82
2024-01-26,31.12,41.25,1637.32,131.0,21.96,185.86,24.22,31.7,27.2,35.68
2024-01-29,31.35,40.98,1650.0,131.78,21.15,178.44,23.63,31.5,27.49,35.1
2024-01-30,31.0,40.19,1613.0,127.71,21.04,171.97,22.85,31.82,27.28,34.99
2024-01-31,30.71,40.51,1604.91,126.3,20.43,170.73,21.96,31.92,27.09,33.93
2024-02-01,30.42,40.3,1610.03,126.5,20.71,170.89,22.27,31.88,26.96,34.4
2024-02-02,30.23,40.1,1596.0,123.82,20.0,167.0,21.7,31.08,26.96,34.64
2024-02-05,30.71,40.68,1630.01,126.57,19.87,168.0,21.86,31.1,27.65,35.1
2024-02-06,31.33,41.56,1676.0,132.99,21.43,175.87,23.08,32.55,28.14,36.79
2024-02-07,31.31,42.38,1710.99,133.87,21.81,179.56,23.15,32.93,28.28,37.53
2024-02-08,31.4,42.78,1706.0,133.59,22.18,181.17,24.0,33.65,28.18,37.36
2024-02-19,31.62,42.73,1695.43,136.15,22.08,183.5,24.7,33.8,28.33,37.78
2024-02-20,31.4,42.35,1670.0,134.38,21.62,179.02,24.29,33.91,28.68,37.81
2024-02-21,33.0,43.59,1717.66,141.02,21.98,183.0,24.44,33.98,28.85,39.6
2024-02-22,32.8,43.7,1718.38,141.1,22.06,182.99,25.32,34.32,29.06,41.28
2024-02-23,32.95,44.07,1714.09,141.71,22.44,182.68,25.52,34.59,28.98,41.48
2024-02-26,32.25,42.95,1694.98,139.76,23.2,186.0,25.6,34.29,28.69,40.22
2024-02-27,32.18,43.12,1689.5,139.76,23.49,193.7,28.16,34.95,28.41,40.29
2024-02-28,32.02,42.65,1681.55,139.53,22.62,188.0,27.38,34.5,28.2,40.41
2024-02-29,32.04,42.9,1695.0,142.25,23.4,191.2,29.86,34.95,28.35,40.66
2024-03-01,31.94,42.99,1685.06,142.59,23.92,192.18,30.54,35.68,28.26,40.39
2024-03-04,31.52,42.34,1676.3,140.33,23.25,189.27,30.27,35.0,28.14,39.96
2024-03-05,32.18,42.81,1695.1,141.59,23.59,190.82,29.1,35.52,28.85,40.94
2024-03-06,31.87,42.5,1680.55,139.06,23.89,191.65,29.57,34.42,28.5,40.0
2024-03-07,32.0,43.06,1683.63,138.25,23.38,188.89,28.64,33.95,28.55,39.36
2024-03-08,31.67,42.88,1671.43,138.42,23.25,188.09,30.18,33.93,28.3,39.12
2024-03-11,31.48,43.16,1694.49,141.16,23.73,198.74,30.0,34.2,28.5,40.0
2024-03-12,31.95,43.81,1745.0,148.31,23.96,205.1,29.22,34.35,28.66,42.17
2024-03-13,31.52,42.63,1727.45,147.76,24.33,206.36,29.16,34.01,28.17,41.73
2024-03-14,31.25,42.45,1716.63,149.56,24.1,212.08,28.8,33.47,28.16,41.22
2024-03-15,31.18,42.48,1717.49,152.49,24.37,209.47,29.0,33.26,28.82,41.0
2024-03-18,31.13,42.56,1708.26,153.5,24.56,218.03,29.54,33.51,29.11,41.15
2024-03-19,30.8,41.83,1708.02,157.37,24.03,216.8,29.06,33.32,29.09,40.71
2024-03-20,31.18,41.92,1709.6,156.95,23.85,218.48,29.18,33.47,29.0,40.58
2024-03-21,31.55,42.03,1709.0,156.61,23.61,218.95,28.69,33.36,28.9,40.78
2024-03-22,31.2,40.56,1701.35,153.43,23.35,216.95,27.88,32.73,28.65,39.83
2024-03-25,31.35,40.44,1689.01,151.72,23.11,214.2,27.52,32.65,28.38,39.63
2024-03-26,32.4,40.9,1709.29,155.22,23.38,219.6,27.05,32.35,28.31,41.0
2024-03-27,32.3,40.65,1701.0,152.66,22.9,211.98,26.15,32.45,28.14,40.05
2024-03-28,32.18,40.69,1701.64,153.1,22.82,208.38,27.45,32.55,27.81,39.58
2024-03-29,32.2,40.81,1702.9,153.51,22.84,203.06,27.99,32.16,27.9,39.41
2024-04-01,32.64,41.25,1721.33,157.28,23.8,212.01,28.16,32.85,28.15,39.79
2024-04-02,32.55,41.0,1713.99,155.5,23.91,212.34,27.74,32.19,27.77,38.79
2024-04-03,32.23,40.5,1715.11,154.6,23.86,208.16,27.22,31.78,27.67,38.55
2024-04-08,32.4,40.22,1666.66,147.29,24.31,212.0,26.84,31.6,27.27,37.87
2024-04-09,32.31,40.11,1662.22,146.48,24.7,212.08,27.02,31.84,27.36,37.94
2024-04-10,32.49,39.2,1647.98,143.12,25.2,211.84,26.49,31.18,27.19,37.4
2024-04-11,32.3,38.95,1648.0,142.34,25.97,212.98,26.76,31.24,27.02,36.89
2024-04-12,32.12,37.78,1634.03,140.49,25.43,210.6,26.96,30.92,26.57,36.16
2024-04-15,32.83,38.36,1672.98,147.32,25.68,213.62,28.19,31.19,27.04,36.85
2024-04-16,32.75,38.28,1670.0,144.97,25.23,211.63,27.59,31.56,27.23,36.54
2024-04-17,33.3,38.95,1667.0,145.3,25.59,213.0,28.99,32.11,27.36,37.27
2024-04-18,33.65,39.7,1670.78,144.98,25.49,213.6,28.66,31.97,27.7,37.68
2024-04-19,33.62,39.42,1646.64,142.9,25.71,210.13,28.03,32.1,27.66,37.19
2024-04-22,33.34,39.83,1675.06,144.56,24.45,208.56,27.48,32.85,27.89,38.0
2024-04-23,33.38,39.89,1692.28,147.03,24.52,205.04,27.5,32.6,27.92,37.97
2024-04-24,33.46,40.6,1693.6,148.98,24.75,207.42,28.24,32.51,27.98,37.71
2024-04-25,34.4,41.06,1693.04,148.98,26.59,208.94,27.8,32.64,28.08,38.06
2024-04-26,34.48,41.53,1709.43,152.25,26.32,219.37,28.74,32.87,28.01,38.84
2024-04-29,34.88,42.08,1704.0,151.75,26.3,221.38,28.88,33.26,28.29,39.57
2024-04-30,34.31,41.36,1705.0,150.43,26.2,218.5,28.67,33.11,28.61,39.26
2024-05-06,34.88,42.49,1760.2,155.01,26.25,226.3,28.74,33.76,28.8,39.68
2024-05-07,34.87,42.59,1770.0,155.94,26.52,229.88,28.41,33.63,28.35,39.73
2024-05-08,34.57,41.95,1763.97,155.0,25.92,226.23,27.63,32.74,28.23,39.09
2024-05-09,34.84,42.34,1756.0,154.84,26.25,228.15,28.07,33.05,28.22,38.93
2024-05-10,35.62,42.93,1738.98,154.43,26.0,227.8,27.99,33.17,27.95,38.85
2024-05-13,35.91,42.65,1706.0,151.1,26.17,225.7,28.59,33.22,28.0,38.64
2024-05-14,35.34,42.31,1701.98,151.34,28.35,224.91,28.69,33.53,27.86,38.3
2024-05-15,35.05,41.84,1700.0,151.37,27.71,219.14,28.18,33.21,27.8,37.9
2024-05-16,36.25,43.05,1704.5,154.05,27.5,218.31,28.53,33.09,27.77,37.5
2024-05-17,36.85,45.2,1715.0,156.41,27.61,219.59,28.35,33.69,28.11,38.0
2024-05-20,36.38,45.46,1709.0,157.3,27.4,222.87,27.83,33.88,28.56,38.35
2024-05-21,36.24,45.4,1705.0,156.54,27.09,218.78,27.41,32.92,29.16,38.96
2024-05-22,36.06,45.4,1697.71,155.12,27.04,216.92,27.48,33.03,29.23,37.91
2024-05-23,35.5,44.78,1692.01,153.6,26.9,214.95,27.0,32.48,29.29,37.09
2024-05-24,34.74,43.89,1677.08,151.15,26.03,209.3,26.8,32.48,28.88,36.01
2024-05-27,35.14,44.1,1670.12,151.58,26.44,208.35,27.26,32.58,29.02,36.21
2024-05-28,34.83,43.76,1664.64,150.03,26.0,207.38,26.98,32.59,28.77,35.81
2024-05-29,34.57,43.47,1674.0,149.21,26.27,224.7,26.81,32.7,28.95,36.0
2024-05-30,34.34,43.15,1649.0,146.26,26.4,227.86,26.85,32.66,28.51,36.12
2024-05-31,34.28,43.07,1648.45,146.7,25.97,229.02,26.96,32.61,28.31,35.8
2024-06-03,34.15,43.13,1639.39,145.98,25.98,237.1,27.23,32.66,28.58,35.6
2024-06-04,34.54,43.27,1653.2,147.78,25.08,238.15,27.26,32.95,28.62,36.03
2024-06-05,33.99,43.08,1644.0,145.76,25.45,240.79,27.16,33.42,27.32,36.02
2024-06-06,34.0,42.45,1639.81,144.9,25.48,238.5,27.24,33.12,27.47,35.74
2024-06-07,33.99,42.12,1619.18,142.34,25.01,235.5,26.79,33.12,27.06,35.46
2024-06-11,33.36,41.83,1569.0,138.48,25.15,244.63,26.93,33.5,26.72,35.35
2024-06-12,33.09,41.4,1571.68,137.9,24.66,242.9,27.52,32.88,27.02,35.53
2024-06-13,32.82,41.3,1555.01,134.56,24.75,252.99,27.7,32.48,26.87,35.41
2024-06-14,33.81,41.87,1555.0,135.68,24.74,253.05,27.82,32.93,27.17,35.94
2024-06-17,33.73,41.58,1541.5,135.73,25.38,257.21,27.75,32.2,26.88,35.96
2024-06-18,33.71,41.73,1521.5,133.89,25.8,255.64,28.32,32.46,26.4,36.02
2024-06-19,34.15,42.0,1501.0,134.22,25.82,254.0,28.23,32.23,26.32,35.02
2024-06-20,34.01,41.51,1500.1,132.2,25.36,251.5,27.47,31.65,25.65,34.67
2024-06-21,33.7,41.67,1471.0,130.2,25.98,250.67,27.96,31.85,25.78,34.35
2024-06-24,34.07,41.8,1476.55,131.03,25.4,249.94,27.0,31.42,25.97,35.38
2024-06-25,34.3,41.55,1486.65,131.51,25.6,254.01,26.46,30.92,25.77,35.26
2024-06-26,34.06,41.65,1489.22,131.3,25.48,252.72,27.42,31.04,25.99,34.93
2024-06-27,34.26,41.42,1490.49,129.65,25.13,249.5,26.88,30.71,25.77,34.88
2024-06-28,34.19,41.36,1467.39,128.04,25.3,250.25,27.97,30.91,25.84,34.47
2024-07-01,34.36,41.62,1440.38,128.3,25.28,246.8,28.14,30.81,25.97,34.4
2024-07-02,35.08,42.17,1490.7,131.56,24.72,243.97,27.73,30.12,25.77,34.15
2024-07-03,34.46,42.27,1500.0,131.0,24.38,243.1,27.72,30.17,25.81,34.15
2024-07-04,34.71,41.98,1485.74,130.59,24.01,244.63,27.49,29.75,25.61,34.22
2024-07-05,33.88,41.12,1453.0,128.95,23.72,242.03,27.49,29.83,25.45,33.71
2024-07-08,33.99,40.84,1420.0,125.91,23.87,244.99,27.2,29.33,25.2,33.34
2024-07-09,34.47,41.52,1438.03,127.07,24.4,252.6,28.87,29.41,25.0,33.84
2024-07-10,34.68,41.86,1437.59,126.54,25.21,252.5,28.85,29.42,25.13,34.13
2024-07-11,32.9,41.94,1462.09,130.48,26.22,253.06,29.12,30.1,25.7,34.59
2024-07-12,34.0,42.68,1478.82,127.4,26.35,262.62,28.62,30.03,25.5,34.64
2024-07-15,33.78,42.53,1474.9,127.5,26.24,261.71,27.78,30.03,25.49,34.34
2024-07-16,33.79,41.19,1476.0,127.48,26.61,258.99,28.43,30.25,25.54,34.25
2024-07-17,34.07,42.29,1501.4,130.76,26.39,259.51,27.99,30.28,26.0,35.1
2024-07-18,34.09,42.37,1497.51,131.1,26.26,261.43,27.79,30.02,26.21,35.78
2024-07-19,34.25,43.03,1525.62,133.42,26.33,264.06,28.11,30.3,26.4,36.27
2024-07-22,33.34,43.0,1499.0,131.22,26.09,265.61,27.87,30.37,26.1,35.7
2024-07-23,33.34,42.79,1455.0,126.8,25.3,253.23,27.1,29.58,25.42,34.42
2024-07-24,33.18,42.56,1440.02,126.06,23.8,249.99,26.93,29.32,25.05,33.97
2024-07-25,32.83,42.57,1430.49,125.78,23.56,250.39,26.74,29.3,25.04,34.25
2024-07-26,32.37,41.09,1422.19,126.2,24.17,254.95,26.93,29.55,25.08,34.33
2024-07-29,32.45,41.32,1398.02,124.1,23.8,249.1,26.66,29.11,24.74,33.55
2024-07-30,32.42,41.33,1379.99,123.29,22.99,243.91,26.76,28.67,24.4,33.6
2024-07-31,32.73,42.56,1421.28,126.86,23.62,247.05,27.42,29.07,25.09,35.14
2024-08-01,32.71,42.51,1386.16,124.0,23.4,244.2,27.16,28.77,24.5,34.61
2024-08-02,32.28,41.82,1385.45,123.7,22.89,234.78,26.61,28.38,24.44,34.65
2024-08-05,32.1,42.0,1410.01,126.0,22.49,231.18,25.83,27.53,24.32,34.9
2024-08-06,31.7,40.9,1404.7,125.9,22.4,228.94,26.05,27.73,24.31,35.29
2024-08-07,31.58,40.7,1415.5,127.0,22.44,228.95,26.04,27.52,24.11,35.03
2024-08-08,31.93,40.82,1430.69,128.35,22.29,226.45,25.92,27.59,24.39,35.73
2024-08-09,32.33,40.61,1436.8,128.08,22.28,231.62,25.81,27.2,24.19,35.49
2024-08-12,32.12,40.62,1436.1,127.71,22.21,230.4,25.55,27.13,24.35,35.48
2024-08-13,31.94,40.78,1423.01,125.6,22.3,228.73,25.84,27.15,24.09,35.01
2024-08-14,31.86,40.49,1413.3,124.33,22.02,226.6,25.72,27.25,23.84,34.59
2024-08-15,32.76,41.32,1426.89,124.95,22.28,231.49,25.98,27.45,24.06,35.2
2024-08-16,33.15,41.61,1431.2,125.01,22.33,235.11,26.04,27.54,24.03,34.9
2024-08-19,33.42,42.07,1425.44,123.95,22.57,235.42,26.16,26.71,23.91,34.7
2024-08-20,33.48,41.92,1422.72,123.15,22.25,236.48,25.62,26.44,23.54,34.4
2024-08-21,33.24,41.97,1417.58,122.2,22.44,241.0,25.26,26.53,23.39,34.6
2024-08-22,33.3,41.71,1410.05,120.99,22.15,240.52,24.08,26.22,23.03,34.37
2024-08-23,33.7,43.35,1414.99,121.11,22.47,239.34,24.38,26.55,23.19,34.67
2024-08-26,33.77,43.35,1412.0,118.12,22.36,239.41,24.43,26.38,22.84,34.31
2024-08-27,33.7,43.15,1404.07,117.7,22.22,240.8,23.9,26.14,22.64,34.2
2024-08-28,33.68,43.19,1389.0,114.0,21.83,236.85,23.99,26.2,22.25,33.8
2024-08-29,32.93,42.62,1413.3,118.78,22.31,234.85,24.32,26.17,22.87,33.99
2024-08-30,32.15,44.03,1443.19,123.03,23.16,249.42,24.83,26.72,22.63,37.0
2024-09-02,31.93,43.45,1395.0,119.0,22.08,241.1,24.2,26.17,21.64,35.95
2024-09-03,31.62,43.21,1410.0,120.32,22.42,247.08,24.36,26.4,22.21,36.08
2024-09-04,31.36,42.64,1400.0,119.11,22.89,250.32,24.23,26.54,22.17,35.41
2024-09-05,31.2,43.42,1404.88,119.55,23.27,252.85,24.45,26.48,22.52,35.67
2024-09-06,31.25,43.25,1398.0,117.53,23.27,251.6,24.09,26.15,22.26,35.49
2024-09-09,30.24,42.68,1375.0,116.22,22.96,249.98,23.53,25.33,22.07,35.27
2024-09-10,30.19,42.66,1378.0,116.43,23.0,249.65,23.86,25.85,21.95,35.47
2024-09-11,30.08,42.52,1380.0,116.01,23.52,258.1,23.79,25.73,22.23,36.19
2024-09-12,30.23,42.6,1335.06,113.36,23.33,257.01,23.72,25.27,21.86,35.93
2024-09-13,30.6,42.89,1304.13,109.2,23.13,254.99,23.54,25.08,21.57,35.85
2024-09-18,31.11,43.7,1266.9,107.69,23.88,258.43,23.65,25.13,21.37,36.14
2024-09-19,30.82,44.03,1261.0,110.9,23.91,255.36,23.93,25.17,22.04,36.18
2024-09-20,30.94,44.15,1263.92,110.28,24.09,256.1,24.16,25.34,21.98,35.92
2024-09-23,31.39,44.09,1261.54,112.29,24.1,250.0,24.9,25.35,21.89,36.28
2024-09-24,33.13,46.5,1372.6,120.36,24.3,254.29,25.42,26.17,23.25,38.32
2024-09-25,34.15,47.36,1399.0,122.1,24.76,262.8,25.48,26.91,23.53,38.6
2024-09-26,35.38,50.42,1529.0,134.31,26.2,269.61,26.3,28.22,25.52,41.33
2024-09-27,35.63,51.9,1629.2,147.74,27.55,283.99,28.66,29.69,27.6,43.8
2024-09-30,37.61,57.09,1748.0,162.51,30.31,307.31,31.15,32.29,29.07,48.17
2024-10-08,40.0,61.73,1723.0,164.05,32.03,327.38,34.27,33.83,28.96,51.8
2024-10-09,37.01,55.7,1595.15,147.68,29.38,305.69,32.05,31.5,26.53,46.65
2024-10-10,38.73,58.5,1640.0,151.98,30.2,315.89,31.65,31.37,27.62,47.02
2024-10-11,38.43,57.54,1604.99,149.65,28.9,300.05,29.84,29.63,27.35,46.02
2024-10-14,39.33,58.67,1601.99,149.76,29.07,307.0,30.41,30.42,27.36,46.41
2024-10-15,38.5,57.19,1554.25,144.0,28.16,298.0,29.98,29.31,26.5,45.35
2024-10-16,39.5,57.38,1522.5,141.65,27.22,289.79,29.44,28.28,26.15,43.19
2024-10-17,38.49,57.0,1494.6,137.95,26.43,289.42,29.45,27.99,25.52,42.24
